DOI,title,authors,year,scholar_cluster_id,chemrxiv_id,source_orcids,author_overlap_count
10.1063/5.0004445,The <scp>ONETEP</scp> linear-scaling density functional theory program,Joseph C. A. Prentice; Jolyon Aarons; James C. Womack; Alice E. A. Allen; Lampros Andrinopoulos; Lucian Anton; Robert A. Bell; Arihant Bhandari; Gabriel A. Bramley; Robert J. Charlton; Rebecca J. Clements; Daniel J. Cole; Gabriel Constantinescu; Fabiano Corsetti; Simon M.-M. Dubois; Kevin K. B. Duff; José María Escartín; Andrea Greco; Quintin Hill; Louis P. Lee; Edward Linscott; David D. O’Regan; Maximillian J. S. Phipps; Laura E. Ratcliff; Álvaro Ruiz Serrano; Edward W. Tait; Gilberto Teobaldi; Valerio Vitale; Nelson Yeung; Tim J. Zuehlsdorff; Jacek Dziedzic; Peter D. Haynes; Nicholas D. M. Hine; Arash A. Mostofi; Mike C. Payne; Chris-Kriton Skylaris,2020,,,0000-0003-2933-0719,1
10.1021/ACS.JPCA.0C00544,Bifunctional Hydrogen Bonding of Imidazole with Water Explored by Rotational Spectroscopy and DFT Calculations,Eva Gougoula; Daniel J. Cole; Nicholas R. Walker,2020,,,0000-0003-2933-0719,1
10.1039/D0FD00028K,A machine learning based intramolecular potential for a flexible organic molecule,Daniel J. Cole; Letif Mones; Gábor Csányi,2020,,,0000-0003-2933-0719; 0000-0003-2933-0719,1
10.1039/D0FD90024A,Challenges for large scale simulation: general discussion,Jan Gerit Brandenburg; Kieron Burke; Bartolomeo Civalleri; Daniel J. Cole; Gábor Csányi; Grégoire David; Nikitas I. Gidopoulos; Duncan Gowland; Trygve Helgaker; Michael F. Herbst; Ben Hourahine; Tom J. P. Irons; Christoph R. Jacob; Pierre-François Loos; Nisha Mehta; Manasi R. Mulay; Johannes Neugebauer; Katarzyna Pernal; Aurora Pribram-Jones; Pina Romaniello; Matthew R. Ryder; Andreas Savin; Dumitru Sirbu; Chris-Kriton Skylaris; Donald G. Truhlar; Jack Wetherell; Weitao Yang,2020,,,0000-0003-2933-0719,1
10.1039/C9CC08574B,Modelling flexible protein–ligand binding in p38α MAP kinase using the QUBE force field,Joshua T. Horton; Alice E. A. Allen; Daniel J. Cole,2020,,,0000-0003-2933-0719,1
10.12688/F1000RESEARCH.27141.1,Benchmark assessment of molecular geometries and energies from small molecule force fields,Victoria T. Lim; David F. Hahn; Gary Tresadern; Christopher I. Bayly; David L. Mobley,2020,,,0000-0002-1083-5533; 0000-0002-1083-5533,1
10.1038/S41598-020-70369-4,Insights on small molecule binding to the Hv1 proton channel from free energy calculations with molecular dynamics simulations,Victoria T. Lim; Andrew D. Geragotelis; Nathan M. Lim; J. Alfredo Freites; Francesco Tombola; David L. Mobley; Douglas J. Tobias,2020,,,0000-0002-1083-5533,1
10.1063/5.0021953,Kinetics and free energy of ligand dissociation using weighted ensemble milestoning,Dhiman Ray; Trevor Gokey; David L. Mobley; Ioan Andricioaei,2020,,,0000-0002-1083-5533,1
10.1101/2020.10.15.341792,"Overview of the SAMPL6 p
                  <i>K</i>
                  <sub>a</sub>
                  Challenge: Evaluating small molecule microscopic and macroscopic p
                  <i>K</i>
                  <sub>a</sub>
                  predictions",Mehtap Işık; Ariën S. Rustenburg; Andrea Rizzi; M. R. Gunner; David L. Mobley; John D. Chodera,2020,,,0000-0002-1083-5533,1
10.1101/2020.07.07.192161,"Structural and molecular dynamics of
                  <i>Mycobacterium tuberculosis</i>
                  malic enzyme, a potential anti-TB drug target",Kalistyn H. Burley; Bonnie J. Cuthbert; Piyali Basu; Jane Newcombe; Ervin M. Irimpan; Robert Quechol; Ilona P. Foik; David L. Mobley; Dany J.V. Beste; Celia W. Goulding,2020,,,0000-0002-1083-5533,1
10.26434/CHEMRXIV.12429464.V1,Enhancing Water Sampling of Buried Binding Sites Using Nonequilibrium Candidate Monte Carlo,Teresa Danielle Bergazin; Ido Ben-Shalom; Nathan M. Lim; Samuel C. Gill; Michael K. Gilson; David Mobley,2020,,,0000-0002-1083-5533; 0000-0002-1083-5533; 0000-0002-3375-1738,1
10.26434/CHEMRXIV.12429464,Enhancing Water Sampling of Buried Binding Sites Using Nonequilibrium Candidate Monte Carlo,Teresa Danielle Bergazin; Ido Ben-Shalom; Nathan M. Lim; Samuel C. Gill; Michael K. Gilson; David Mobley,2020,,,0000-0002-1083-5533; 0000-0002-3375-1738,1
10.1007/S10822-020-00295-0,Assessing the accuracy of octanol–water partition coefficient predictions in the SAMPL6 Part II log P Challenge,Mehtap Işık; Teresa Danielle Bergazin; Thomas Fox; Andrea Rizzi; John D. Chodera; David L. Mobley,2020,,,0000-0002-1083-5533,1
10.1007/S10822-019-00271-3,Octanol–water partition coefficient measurements for the SAMPL6 blind prediction challenge,Mehtap Işık; Dorothy Levorse; David L. Mobley; Timothy Rhodes; John D. Chodera,2020,,,0000-0002-1083-5533,1
10.1021/ACS.JCTC.9B01096,Fragment Pose Prediction Using Non-equilibrium Candidate Monte Carlo and Molecular Dynamics Simulations,Nathan M. Lim; Meghan Osato; Gregory L. Warren; David L. Mobley,2020,,,0000-0002-1083-5533,1
10.1021/ACS.JCTC.9B01066,Sampling Conformational Changes of Bound Ligands Using Nonequilibrium Candidate Monte Carlo and Molecular Dynamics,Sukanya Sasmal; Samuel C. Gill; Nathan M. Lim; David L. Mobley,2020,,,0000-0002-1083-5533,1
10.1038/S41592-019-0726-Y,An optimized chemical-genetic method for cell-specific metabolic labeling of RNA,Sarah Nainar; Bonnie J. Cuthbert; Nathan M. Lim; Whitney E. England; Ke Ke; Kanika Sophal; Robert Quechol; David L. Mobley; Celia W. Goulding; Robert C. Spitale,2020,,,0000-0002-1083-5533,1
10.1007/S10822-019-00249-1,D3R Grand Challenge 4: ligand similarity and MM-GBSA-based pose prediction and affinity ranking for BACE-1 inhibitors,Sukanya Sasmal; Léa El Khoury; David L. Mobley,2020,,,0000-0002-1083-5533,1
10.1002/JCC.26095,Optimal designs for pairwise calculation: An application to free energy perturbation in minimizing prediction variability,Qingyi Yang; Woodrow Burchett; Gregory S. Steeno; Shuai Liu; Mingjun Yang; David L. Mobley; Xinjun Hou,2020,,,0000-0002-1083-5533,1
10.1101/2020.01.20.913178,"Assessing the accuracy of octanol-water partition coefficient predictions in the SAMPL6 Part II log
                  <i>P</i>
                  Challenge",Mehtap Işık; Teresa Danielle Bergazin; Thomas Fox; Andrea Rizzi; John D. Chodera; David L. Mobley,2020,,,0000-0002-1083-5533,1
10.26434/CHEMRXIV.13499439,Mechanistic Analysis of Light-Driven Overcrowded Alkene-Based Molecular Motors by Multiscale Molecular Simulations,Mudong Feng; Michael K. Gilson,2020,,,0000-0002-3375-1738,1
10.26434/CHEMRXIV.13499439.V1,Mechanistic Analysis of Light-Driven Overcrowded Alkene-Based Molecular Motors by Multiscale Molecular Simulations,Mudong Feng; Michael K. Gilson,2020,,,0000-0002-3375-1738,1
10.1021/ACS.JCTC.0C00785,Accounting for the Central Role of Interfacial Water in Protein–Ligand Binding Free Energy Calculations,Ido Y. Ben-Shalom; Zhixiong Lin; Brian K. Radak; Charles Lin; Woody Sherman; Michael K. Gilson,2020,,,0000-0002-3375-1738,1
10.26434/CHEMRXIV.12668816,Accounting for the Central Role of Interfacial Water in Protein-Ligand Binding Free Energy Calculations,Ido Ben-Shalom; Zhixiong Lin; Brian Radak; Charles Lin; Woody Sherman; Michael K. Gilson,2020,,,0000-0002-3375-1738,1
10.26434/CHEMRXIV.12668816.V1,Accounting for the Central Role of Interfacial Water in Protein-Ligand Binding Free Energy Calculations,Ido Ben-Shalom; Zhixiong Lin; Brian Radak; Charles Lin; Woody Sherman; Michael K. Gilson,2020,,,0000-0002-3375-1738,1
10.1021/ACS.JCTC.9B00713,Data-Driven Mapping of Gas-Phase Quantum Calculations to General Force Field Lennard-Jones Parameters,Sophie M. Kantonen; Hari S. Muddana; Michael Schauperl; Niel M. Henriksen; Lee-Ping Wang; Michael K. Gilson,2020,,,0000-0002-3375-1738,1
10.1021/ACS.JCTC.0C00570,Statistical Mechanical Approximations to More Efficiently Determine Polymorph Free Energy Differences for Small Organic Molecules,Nathan S. Abraham; Michael R. Shirts,2020,,,0000-0003-3249-1097; 0000-0003-3249-1097,1
10.1021/ACS.JPCB.0C05010,Statistical Inference of Transport Mechanisms and Long Time Scale Behavior from Time Series of Solute Trajectories in Nanostructured Membranes,Benjamin J. Coscia; Christopher P. Calderon; Michael R. Shirts,2020,,,0000-0003-3249-1097; 0000-0003-3249-1097,1
10.1021/ACS.JCTC.0C00445,Capturing Subdiffusive Solute Dynamics and Predicting Selectivity in Nanoscale Pores with Time Series Modeling,Benjamin J. Coscia; Michael R. Shirts,2020,,,0000-0003-3249-1097; 0000-0003-3249-1097,1
10.1021/ACS.JCTC.0C00077,Statistically Optimal Continuous Free Energy Surfaces from Biased Simulations and Multistate Reweighting,Michael R. Shirts; Andrew L. Ferguson,2020,,,0000-0003-3249-1097; 0000-0003-3249-1097,1
10.1139/CJC-2019-0408,A nanostructured bifunctional acid–base catalyst resin formed by lyotropic liquid crystal monomers,Gregory E. Dwulet; Benjamin J. Coscia; Michael R. Shirts; Douglas L. Gin,2020,,,0000-0003-3249-1097,1
10.1063/1.5117281,Solubility prediction for a soluble organic molecule via chemical potentials from density of states,Simon Boothroyd; Jamshed Anwar,2019,,,0000-0002-3456-1872,1
10.1021/ACS.JPCB.9B07588,Absolute Free Energy of Binding Calculations for Macrophage Migration Inhibitory Factor in Complex with a Druglike Inhibitor,Yue Qian; Israel Cabeza de Vaca; Jonah Z. Vilseck; Daniel J. Cole; Julian Tirado-Rives; William L. Jorgensen,2019,,,0000-0003-2933-0719,1
10.1021/ACSOMEGA.9B01769,Development and Validation of the Quantum Mechanical Bespoke Protein Force Field,Alice E. A. Allen; Michael J. Robertson; Michael C. Payne; Daniel J. Cole,2019,,,0000-0003-2933-0719,1
10.1021/ACS.JCIM.8B00767,QUBEKit: Automating the Derivation of Force Field Parameters from Quantum Mechanics,Joshua T. Horton; Alice E. A. Allen; Leela S. Dodda; Daniel J. Cole,2019,,,0000-0003-2933-0719,1
10.1039/C9MD00017H,Computation of protein–ligand binding free energies using quantum mechanical bespoke force fields,Daniel J. Cole; Israel Cabeza de Vaca; William L. Jorgensen,2019,,,0000-0003-2933-0719,1
10.1039/C9RA03003D,New scaling relations to compute atom-in-material polarizabilities and dispersion coefficients: part 1. Theory and accuracy,Thomas A. Manz; Taoyi Chen; Daniel J. Cole; Nidia Gabaldon Limas; Benjamin Fiszbein,2019,,,0000-0003-2933-0719,1
10.1007/S10822-019-00240-W,Comparison of affinity ranking using AutoDock-GPU and MM-GBSA scores for BACE-1 inhibitors in the D3R Grand Challenge 4,Léa El Khoury; Diogo Santos-Martins; Sukanya Sasmal; Jérôme Eberhardt; Giulia Bianco; Francesca Alessandra Ambrosio; Leonardo Solis-Vasquez; Andreas Koch; Stefano Forli; David L. Mobley,2019,,,0000-0002-1083-5533,1
10.1021/ACS.BIOCHEM.9B00726,"Structure of a <i>Mycobacterium tuberculosis</i> Heme-Degrading Protein, MhuD, Variant in Complex with Its Product",Alex Chao; Kalistyn H. Burley; Paul J. Sieminski; Rodger de Miranda; Xiaorui Chen; David L. Mobley; Celia W. Goulding,2019,,,0000-0002-1083-5533,1
10.26434/CHEMRXIV.10032218,Fragment Pose Prediction Using Non-Equilibrium Candidate Monte Carlo and Molecular Dynamics Simulations,Nathan M. Lim; Meghan Osato; Gregory L. Warren; David L. Mobley,2019,,,0000-0002-1083-5533,1
10.26434/CHEMRXIV.10032218.V2,Fragment Pose Prediction Using Non-Equilibrium Candidate Monte Carlo and Molecular Dynamics Simulations,Nathan M. Lim; Meghan Osato; Gregory L. Warren; David L. Mobley,2019,,,0000-0002-1083-5533,1
10.1063/1.5132692,Liquid-like and rigid-body motions in molecular-dynamics simulations of a crystalline protein,David C. Wych; James S. Fraser; David L. Mobley; Michael E. Wall,2019,,,0000-0002-1083-5533,1
10.26434/CHEMRXIV.10032218.V1,Fragment Pose Prediction Using Non-Equilibrium Candidate Monte Carlo and Molecular Dynamics Simulations,Nathan M. Lim; Meghan Osato; Gregory L. Warren; David L. Mobley,2019,,,0000-0002-1083-5533,1
10.1101/811083,Liquid-like and rigid-body motions in molecular-dynamics simulations of a crystalline protein,David C. Wych; James S. Fraser; David L. Mobley; Michael E. Wall,2019,,,0000-0002-1083-5533,1
10.1101/757393,Octanol-water partition coefficient measurements for the SAMPL6 Blind Prediction Challenge,Mehtap Işık; Dorothy Levorse; David L. Mobley; Timothy Rhodes; John D. Chodera,2019,,,0000-0002-1083-5533,1
10.1101/731950,"The structure of
                  <i>Mycobacterium tuberculosis</i>
                  heme-degrading protein, MhuD, in complex with product",Alex Chao; Kalistyn H. Burley; Paul J. Sieminski; David L. Mobley; Celia W. Goulding,2019,,,0000-0002-1083-5533,1
10.1021/ACS.CHEMRESTOX.9B00030,Binding Modes and Metabolism of Caffeine,Zuzana Jandova; Samuel C. Gill; Nathan M. Lim; David L. Mobley; Chris Oostenbrink,2019,,,0000-0002-1083-5533,1
10.1021/ACS.JCIM.8B00835,Assessing the Conformational Equilibrium of Carboxylic Acid via Quantum Mechanical and Molecular Dynamics Studies on Acetic Acid,Victoria T. Lim; Christopher I. Bayly; Laszlo Fusti-Molnar; David L. Mobley,2019,,,0000-0002-1083-5533,1
10.1021/ACS.JCTC.8B01029,Infinite Dilution Activity Coefficients as Constraints for Force Field Parametrization and Method Development,Guilherme Duarte Ramos Matos; Gaetano Calabrò; David L. Mobley,2019,,,0000-0002-1083-5533,1
10.26434/CHEMRXIV.7965140.V2,Optimal Designs of Pairwise Calculation: an Application to Free Energy Perturbation in Minimizing Prediction Variability,Qingyi Yang; Woodrow W. Burchett; Gregory S. Steeno; David L. Mobley; Xinjun Hou,2019,,,0000-0002-1083-5533,1
10.26434/CHEMRXIV.7965140.V1,Optimal Designs of Pairwise Calculation: an Application to Free Energy Perturbation in Minimizing Prediction Variability,Qingyi Yang; Woodrow W. Burchett; Gregory S. Steeno; David L. Mobley; Xinjun Hou,2019,,,0000-0002-1083-5533,1
10.1021/JACS.8B13613,Biomolecular Solvation Structure Revealed by Molecular Dynamics Simulations,Michael E. Wall; Gaetano Calabró; Christopher I. Bayly; David L. Mobley; Gregory L. Warren,2019,,,0000-0002-1083-5533,1
10.1021/ACS.JCTC.8B01018,Enhancing Side Chain Rotamer Sampling Using Nonequilibrium Candidate Monte Carlo,Kalistyn H. Burley; Samuel C. Gill; Nathan M. Lim; David L. Mobley,2019,,,0000-0002-1083-5533,1
10.12688/F1000RESEARCH.14960.2,Challenges in the use of atomistic simulations to predict solubilities of drug-like molecules,Guilherme Duarte Ramos Matos; David L. Mobley,2019,,,0000-0002-1083-5533,1
10.1021/ACS.JCTC.8B01284,Simulating Water Exchange to Buried Binding Sites,Ido Y. Ben-Shalom; Charles Lin; Tom Kurtzman; Ross C. Walker; Michael K. Gilson,2019,,,0000-0002-3375-1738,1
10.1021/ACS.CGD.9B00547,Adding Anisotropy to the Standard Quasi-Harmonic Approximation Still Fails in Several Ways to Capture Organic Crystal Thermodynamics,Nathan S. Abraham; Michael R. Shirts,2019,,,0000-0003-3249-1097; 0000-0003-3249-1097,1
10.1021/ACS.CGD.9B00476,Exploring the Multi-minima Behavior of Small Molecule Crystal Polymorphs at Finite Temperature,Eric C. Dybeck; David P. McMahon; Graeme M. Day; Michael R. Shirts,2019,,,0000-0003-3249-1097; 0000-0003-3249-1097,1
10.1021/ACS.JCED.8B01232,Histogram-Free Reweighting with Grand Canonical Monte Carlo: Post-simulation Optimization of Non-bonded Potentials for Phase Equilibria,Richard A. Messerly; Mohammad Soroush Barhaghi; Jeffrey J. Potoff; Michael R. Shirts,2019,,,0000-0003-3249-1097; 0000-0003-3249-1097,1
10.1021/ACS.JPCB.9B04472,Chemically Selective Transport in a Cross-Linked H<sub>II</sub> Phase Lyotropic Liquid Crystal Membrane,Benjamin J. Coscia; Michael R. Shirts,2019,,,0000-0003-3249-1097; 0000-0003-3249-1097,1
10.1063/1.5080431,Configurational mapping significantly increases the efficiency of solid-solid phase coexistence calculations via molecular dynamics: Determining the FCC-HCP coexistence line of Lennard-Jones particles,Natalie P. Schieber; Michael R. Shirts,2019,,,0000-0003-3249-1097; 0000-0003-3249-1097,1
10.1021/ACS.JPCB.8B09944,Understanding the Nanoscale Structure of Inverted Hexagonal Phase Lyotropic Liquid Crystal Polymer Membranes,Benjamin J. Coscia; Joseph Yelk; Matthew A. Glaser; Douglas L. Gin; Xunda Feng; Michael R. Shirts,2019,,,0000-0003-3249-1097; 0000-0003-3249-1097,1
10.1021/ACS.CGD.8B00160,Why Do Some Molecules Form Hydrates or Solvates?,Simon Boothroyd; Andy Kerridge; Anders Broo; David Buttar; Jamshed Anwar,2018,,,0000-0002-3456-1872,1
10.1039/C8CP01786G,Solubility prediction from first principles: a density of states approach,Simon Boothroyd; Andy Kerridge; Anders Broo; David Buttar; Jamshed Anwar,2018,,,0000-0002-3456-1872,1
10.1021/ACS.JCTC.7B00785,Harmonic Force Constants for Molecular Mechanics Force Fields via Hessian Matrix Projection,Alice E. A. Allen; Michael C. Payne; Daniel J. Cole,2018,,,0000-0003-2933-0719,1
10.1103/PHYSREVB.98.235157,"Role of spin in the calculation of Hubbard 
<mml:math xmlns:mml=""http://www.w3.org/1998/Math/MathML""><mml:mi>U</mml:mi></mml:math>
 and Hund's 
<mml:math xmlns:mml=""http://www.w3.org/1998/Math/MathML""><mml:mi>J</mml:mi></mml:math>
 parameters from first principles",Edward B. Linscott; Daniel J. Cole; Michael C. Payne; David D. O'Regan,2018,,,0000-0003-2933-0719,1
10.33011/LIVECOMS.1.1.5957,Best Practices for Foundations in Molecular Simulations [Article v1.0],Efrem Braun; Justin Gilmer; Heather B. Mayes; David L. Mobley; Jacob I. Monroe; Samarjeet Prasad; Daniel M. Zuckerman,2018,,,0000-0002-1083-5533,1
10.26434/CHEMRXIV.6230627.V3,Toward Learned Chemical Perception of Force Field Typing Rules,Camila Zanette; Caitlin C. Bannan; Christopher I. Bayly; Josh Fass; Michael Gilson; Michael R. Shirts; John Chodera; David Mobley,2018,,,0000-0002-1083-5533; 0000-0003-3249-1097,1
10.1007/S10822-018-0169-Z,SAMPL6 challenge results from $$pK_a$$ predictions based on a general Gaussian process model,Caitlin C. Bannan; David L. Mobley; A. Geoffrey Skillman,2018,,,0000-0002-1083-5533,1
10.1007/S10822-018-0168-0,pKa measurements for the SAMPL6 prediction challenge for a set of kinase inhibitor-like fragments,Mehtap Işık; Dorothy Levorse; Ariën S. Rustenburg; Ikenna E. Ndukwe; Heather Wang; Xiao Wang; Mikhail Reibarkh; Gary E. Martin; Alexey A. Makarov; David L. Mobley; Timothy Rhodes; John D. Chodera,2018,,,0000-0002-1083-5533,1
10.1021/ACS.JCIM.8B00180,Hydration Free Energies in the FreeSolv Database Calculated with Polarized Iterative Hirshfeld Charges,Maximiliano Riquelme; Alejandro Lara; David L. Mobley; Toon Verstraelen; Adelio R. Matamala; Esteban Vöhringer-Martinez,2018,,,0000-0002-1083-5533,1
10.26434/CHEMRXIV.6230627.V2,Toward Learned Chemical Perception of Force Field Typing Rules,Camila Zanette; Caitlin C. Bannan; Christopher I. Bayly; Josh Fass; Michael Gilson; Michael R. Shirts; John Chodera; David Mobley,2018,,,0000-0002-1083-5533; 0000-0003-3249-1097,1
10.1101/368787,"p
                  <i>K</i>
                  <sub>a</sub>
                  measurements for the SAMPL6 prediction challenge for a set of kinase inhibitor-like fragments",Mehtap Işik; Dorothy Levorse; Ariën S. Rustenburg; Ikenna E. Ndukwe; Heather Wang; Xiao Wang; Mikhail Reibarkh; Gary E. Martin; Alexey A. Makarov; David L. Mobley; Timothy Rhodes; John D. Chodera,2018,,,0000-0002-1083-5533,1
10.1021/ACS.JPCB.7B11820,Binding Modes of Ligands Using Enhanced Sampling (BLUES): Rapid Decorrelation of Ligand Binding Modes via Nonequilibrium Candidate Monte Carlo,Samuel C. Gill; Nathan M. Lim; Patrick B. Grinaway; Ariën S. Rustenburg; Josh Fass; Gregory A. Ross; John D. Chodera; David L. Mobley,2018,,,0000-0002-1083-5533,1
10.12688/F1000RESEARCH.14960.1,Challenges in the use of atomistic simulations to predict solubilities of drug-like molecules,Guilherme Duarte Ramos Matos; David L. Mobley,2018,,,0000-0002-1083-5533; 0000-0002-1083-5533,1
10.26434/CHEMRXIV.6217427.V1,Determinants of Substrate Specificity in APOBEC3B,Jeffrey Wagner; Özlem Demir; Michael A. Carpenter; Hideki Aihara; Daniel A. Harki; Reuben S. Harris; Rommie E. Amaro,2018,,,0000-0001-6448-0873,1
10.1038/S41467-018-07717-6,Discovering de novo peptide substrates for enzymes using machine learning,Lorillee Tallorin; JiaLei Wang; Woojoo E. Kim; Swagat Sahu; Nicolas M. Kosa; Pu Yang; Matthew Thompson; Michael K. Gilson; Peter I. Frazier; Michael D. Burkart; Nathan C. Gianneschi,2018,,,0000-0002-3375-1738,1
10.1101/451682,A Thermodynamic Limit on the Role of Self-Propulsion in Enhanced Enzyme Diffusion,Mudong Feng; Michael K. Gilson,2018,,,0000-0002-3375-1738,1
10.1021/ACS.JCTC.8B00460,Thermal Gradient Approach for the Quasi-harmonic Approximation and Its Application to Improved Treatment of Anisotropic Expansion,Nathan S. Abraham; Michael R. Shirts,2018,,,0000-0003-3249-1097; 0000-0003-3249-1097,1
10.26434/CHEMRXIV.6230627,Toward Learned Chemical Perception of Force Field Typing Rules,Camila Zanette; Caitlin C. Bannan; Christopher I. Bayly; Josh Fass; Michael Gilson; Michael R. Shirts; John Chodera; David Mobley,2018,,,0000-0003-3249-1097,1
10.1063/1.5039504,Uncertainty quantification confirms unreliable extrapolation toward high pressures for united-atom Mie <i>λ</i>-6 force field,Richard A. Messerly; Michael R. Shirts; Andrei F. Kazakov,2018,,,0000-0003-3249-1097; 0000-0003-3249-1097,1
10.26434/CHEMRXIV.6005279,Testing for Physical Validity in Molecular Simulations,Pascal T. Merz; Michael R. Shirts,2018,,,0000-0003-3249-1097,1
10.26434/CHEMRXIV.6005279.V2,Testing for Physical Validity in Molecular Simulations,Pascal T. Merz; Michael R. Shirts,2018,,,0000-0003-3249-1097,1
10.1063/1.5013273,Using reweighting and free energy surface interpolation to predict solid-solid phase diagrams,Natalie P. Schieber; Eric C. Dybeck; Michael R. Shirts,2018,,,0000-0003-3249-1097; 0000-0003-3249-1097,1
10.26434/CHEMRXIV.6005279.V1,Testing for Physical Validity in Molecular Simulations,Pascal T. Merz; Michael R. Shirts,2018,,,0000-0003-3249-1097,1
10.1021/ACS.JCTC.8B00223,Configuration-Sampling-Based Surrogate Models for Rapid Parameterization of Non-Bonded Interactions,Richard A. Messerly; S. Mostafa Razavi; Michael R. Shirts,2018,,,0000-0003-3249-1097,1
10.1371/JOURNAL.PONE.0202764,Testing for physical validity in molecular simulations,Pascal T. Merz; Michael R. Shirts,2018,,,0000-0003-3249-1097,1
10.1021/ACS.JPCLETT.7B00669,Evidence of Correlated Static Disorder in the Fenna–Matthews–Olson Complex,Alexander S. Fokas; Daniel J. Cole; Nicholas D. M. Hine; Stephen A. Wells; Michael C. Payne; Alex W. Chin,2017,,,0000-0003-2933-0719,1
10.1039/C7CC05379G,Computationally-guided optimization of small-molecule inhibitors of the Aurora A kinase–TPX2 protein–protein interaction,Daniel J. Cole; Matej Janecek; Jamie E. Stokes; Maxim Rossmann; John C. Faver; Grahame J. McKenzie; Ashok R. Venkitaraman; Marko Hyvönen; David R. Spring; David J. Huggins; William L. Jorgensen,2017,,,0000-0003-2933-0719,1
10.1039/C7NR05353C,Distance dependent photoacoustics revealed through DNA nanostructures,James Joseph; Kevin N. Baumann; Philipp Koehler; Tim J. Zuehlsdorff; Daniel J. Cole; Judith Weber; Sarah E. Bohndiek; Silvia Hernández-Ainsa,2017,,,0000-0003-2933-0719,1
10.1002/AIC.15798,Effects of protein properties on adsorption and transport in polymer‐grafted ion exchangers: A multiscale modeling study,Joseph E. Basconi; Giorgio Carta; Michael R. Shirts,2017,,,0000-0003-3249-1097; 0000-0003-3249-1097,1
10.1021/ACS.CGD.6B01762,Capturing Entropic Contributions to Temperature-Mediated Polymorphic Transformations Through Molecular Modeling,Eric C. Dybeck; Nathan S. Abraham; Natalie P. Schieber; Michael R. Shirts,2017,,,0000-0003-3249-1097; 0000-0003-3249-1097,1
10.1021/ACS.JCTC.6B00027,Biomolecular Force Field Parameterization via Atoms-in-Molecule Electron Density Partitioning,Daniel J. Cole; Jonah Z. Vilseck; Julian Tirado-Rives; Mike C. Payne; William L. Jorgensen,2016,,,0000-0003-2933-0719,1
10.1038/SREP36703,Nonlinear network model analysis of vibrational energy transfer and localisation in the Fenna-Matthews-Olson complex,Sarah E. Morgan; Daniel J. Cole; Alex W. Chin,2016,,,0000-0003-2933-0719,1
10.1038/SREP33213,Residue Geometry Networks: A Rigidity-Based Approach to the Amino Acid Network and Evolutionary Rate Analysis,Alexander S. Fokas; Daniel J. Cole; Sebastian E. Ahnert; Alex W. Chin,2016,,,0000-0003-2933-0719,1
10.1021/ACS.JCTC.6B00449,Calculating Partition Coefficients of Small Molecules in Octanol/Water and Cyclohexane/Water,Caitlin C. Bannan; Gaetano Calabró; Daisy Y. Kyu; David L. Mobley,2016,,,0000-0002-1083-5533,1
10.1101/066621,Sensitivity in binding free energies due to protein reorganization,Nathan M. Lim; Lingle Wang; Robert Abel; David L. Mobley,2016,,,0000-0002-1083-5533,1
10.1101/063081,Measuring experimental cyclohexane-water distribution coefficients for the SAMPL5 challenge,Ariën S. Rustenburg; Justin Dancer; Baiwei Lin; Jianwen A. Feng; Daniel F. Ortwine; David L. Mobley; John D. Chodera,2016,,,0000-0002-1083-5533,1
10.1021/ACS.JCTC.6B00397,Effects of a More Accurate Polarizable Hamiltonian on Polymorph Free Energies Computed Efficiently by Reweighting Point-Charge Potentials,Eric C. Dybeck; Natalie P. Schieber; Michael R. Shirts,2016,,,0000-0003-3249-1097; 0000-0003-3249-1097,1
10.1021/ACS.JCTC.5B01188,Comparison of Methods To Reweight from Classical Molecular Simulations to QM/MM Potentials,Eric C. Dybeck; Gerhard König; Bernard R. Brooks; Michael R. Shirts,2016,,,0000-0003-3249-1097; 0000-0003-3249-1097,1
10.1021/ACS.JCTC.5B00869,Rapid Computation of Thermodynamic Properties over Multidimensional Nonbonded Parameter Spaces Using Adaptive Multistate Reweighting,Levi N. Naden; Michael R. Shirts,2016,,,0000-0003-3249-1097; 0000-0003-3249-1097,1
10.1039/C5NR02825F,"Conceptual, self-assembling graphene nanocontainers",Simon Boothroyd; Jamshed Anwar,2015,,,0000-0002-3456-1872,1
10.1007/S00726-014-1868-Y,Trafficking of excitatory amino acid transporter 2-laden vesicles in cultured astrocytes: a comparison between approximate and exact determination of trajectory angles,Chapin E. Cavender; Manoj K. Gottipati; Vladimir Parpura,2015,,,0000-0002-5899-7953,1
10.1016/J.BBAGEN.2014.08.018,Molecular dynamics and Monte Carlo simulations for protein–ligand binding and inhibitor design,Daniel J. Cole; Julian Tirado-Rives; William L. Jorgensen,2015,,,0000-0003-2933-0719,1
